No,Date,Year,Quarter,Month,Month Name, li_investasi , li_bukan_investasi , li_aset , li_utang , li_cadangan_teknis , li_liabilitas , li_ekuitas , li_premi , li_klaim , gi_investasi , gi_bukan_investasi , gi_aset , gi_utang , gi_cadangan_teknis , gi_liabilitas , gi_ekuitas , gi_premi , gi_klaim , r_investasi , r_bukan_investasi , r_aset , r_utang , r_cadangan_teknis , r_liabilitas , r_ekuitas , r_premi , r_klaim , si_investasi , si_bukan_investasi , si_aset , si_liabilitas , si_ekuitas , si_premi , si_klaim , csa_investasi , csa_bukan_investasi , csa_aset , csa_liabilitas , csa_ekuitas , csa_premi , csa_klaim , total_aset , total_liabilitas , total_ekuitas , total_premi , total_klaim 
29,May-18,2018,2,5,May," 461,523,022.59 "," 57,879,045.70 "," 519,402,068.29 "," 27,208,034.13 "," 401,928,735.56 "," 429,136,769.69 "," 89,707,776.49 "," 81,317,472.08 "," 60,726,159.12 "," 69,215,069.99 "," 67,707,206.09 "," 136,922,276.08 "," 26,556,330.01 "," 57,133,937.60 "," 83,690,267.61 "," 52,834,519.44 "," 27,764,592.06 "," 10,586,439.71 "," 11,072,438.03 "," 8,532,343.42 "," 19,604,781.45 "," 1,668,641.77 "," 10,070,757.50 "," 11,739,399.27 "," 7,477,148.58 "," 7,764,209.56 "," 2,711,095.58 "," 335,384,699.67 "," 16,241,928.46 "," 351,626,628.13 "," 63,270,196.65 "," 288,356,431.48 "," 58,154,862.30 "," 49,615,722.94 "," 113,962,753.30 "," 15,076,476.82 "," 129,039,230.12 "," 107,256,897.16 "," 21,782,332.95 "," 4,782,287.88 "," 5,509,144.90 "," 1,156,594,984.06 "," 695,093,530.39 "," 460,158,208.94 "," 179,783,423.89 "," 129,148,562.25 "
30,Jun-18,2018,2,6,June," 453,056,111.43 "," 56,309,306.89 "," 509,365,418.33 "," 27,232,027.40 "," 398,478,397.04 "," 425,710,424.44 "," 83,097,471.77 "," 95,474,146.41 "," 72,931,577.15 "," 69,199,401.34 "," 70,734,868.54 "," 139,934,269.89 "," 28,183,752.60 "," 58,501,896.35 "," 86,685,648.95 "," 52,850,979.95 "," 34,039,964.07 "," 12,318,876.75 "," 10,726,076.57 "," 9,052,465.34 "," 19,778,541.91 "," 1,792,956.57 "," 10,418,367.56 "," 12,211,324.13 "," 7,178,984.16 "," 9,402,866.79 "," 3,255,194.19 "," 334,846,670.33 "," 17,942,052.42 "," 352,788,722.75 "," 64,185,695.82 "," 288,603,026.93 "," 70,315,921.19 "," 55,878,770.49 "," 112,884,507.71 "," 15,350,331.69 "," 128,234,839.40 "," 108,598,686.06 "," 19,636,153.34 "," 5,671,594.07 "," 6,458,699.75 "," 1,150,101,792.27 "," 697,391,779.40 "," 451,366,616.15 "," 214,904,492.53 "," 150,843,118.34 "
31,Jul-18,2018,3,7,July," 458,331,808.30 "," 57,304,498.36 "," 515,636,306.66 "," 28,743,803.05 "," 403,889,824.49 "," 432,633,627.54 "," 82,446,757.01 "," 112,067,328.95 "," 85,143,085.16 "," 70,030,662.25 "," 69,725,031.73 "," 139,755,693.98 "," 27,594,277.61 "," 58,408,573.53 "," 86,002,851.14 "," 53,355,128.70 "," 39,366,098.23 "," 14,753,545.27 "," 10,756,114.20 "," 9,138,578.86 "," 19,894,693.06 "," 1,851,010.71 "," 10,357,561.24 "," 12,208,571.95 "," 7,297,887.51 "," 10,923,458.33 "," 3,997,280.10 "," 340,760,651.79 "," 19,891,784.09 "," 360,653,177.23 "," 67,673,946.51 "," 292,979,230.72 "," 82,954,660.59 "," 67,231,395.43 "," 113,426,661.72 "," 14,321,659.65 "," 127,748,321.36 "," 107,549,972.45 "," 20,198,348.91 "," 6,847,620.65 "," 7,744,322.99 "," 1,163,688,192.29 "," 706,068,969.59 "," 456,277,352.84 "," 252,159,166.75 "," 178,869,628.94 "
32,Aug-18,2018,3,8,August," 458,020,560.51 "," 57,375,152.39 "," 515,395,712.90 "," 28,907,387.66 "," 405,526,761.08 "," 434,434,148.74 "," 80,424,042.06 "," 126,546,567.60 "," 96,510,767.73 "," 70,818,548.71 "," 69,481,491.09 "," 140,300,039.80 "," 27,167,884.65 "," 59,050,185.99 "," 86,218,070.64 "," 53,684,026.30 "," 44,457,688.02 "," 17,570,271.13 "," 11,059,370.83 "," 9,393,464.88 "," 20,452,835.71 "," 1,922,608.14 "," 10,949,842.65 "," 12,872,450.79 "," 7,192,151.31 "," 12,116,442.47 "," 4,500,025.46 "," 347,278,885.90 "," 17,344,128.11 "," 364,623,014.01 "," 67,640,531.06 "," 296,982,482.95 "," 95,311,403.34 "," 78,524,108.12 "," 112,999,688.93 "," 14,064,708.22 "," 127,064,397.14 "," 107,272,897.66 "," 19,791,499.49 "," 7,881,586.17 "," 8,909,466.93 "," 1,167,835,999.56 "," 708,438,098.88 "," 458,074,202.10 "," 286,313,687.60 "," 206,014,639.37 "
33,Sep-18,2018,3,9,September," 458,877,636.92 "," 57,463,780.42 "," 516,341,417.33 "," 31,684,227.08 "," 403,733,843.85 "," 435,418,070.92 "," 80,385,824.33 "," 141,140,730.55 "," 108,883,730.05 "," 71,149,606.44 "," 69,504,778.32 "," 140,654,384.76 "," 26,827,503.82 "," 59,852,211.70 "," 86,679,715.52 "," 53,576,517.00 "," 49,374,811.27 "," 19,960,288.94 "," 11,063,873.02 "," 9,934,024.73 "," 20,997,897.75 "," 1,943,453.25 "," 11,435,751.48 "," 13,379,204.74 "," 7,230,459.41 "," 13,363,804.10 "," 5,241,695.78 "," 351,015,081.04 "," 17,036,430.64 "," 368,051,511.68 "," 64,611,503.72 "," 303,440,007.97 "," 107,175,943.20 "," 88,795,270.69 "," 114,330,389.70 "," 14,739,105.28 "," 129,069,494.98 "," 109,023,609.09 "," 20,045,885.89 "," 8,871,665.48 "," 10,179,561.53 "," 1,175,114,706.50 "," 709,112,103.99 "," 464,678,694.60 "," 319,926,954.59 "," 233,060,546.99 "
34,Oct-18,2018,4,10,October," 450,585,551.03 "," 58,534,987.58 "," 509,120,538.61 "," 36,459,906.25 "," 398,066,400.26 "," 434,526,306.51 "," 74,056,710.00 "," 156,092,094.33 "," 117,963,102.52 "," 71,353,982.38 "," 69,052,909.05 "," 140,406,891.44 "," 26,822,561.62 "," 59,608,020.89 "," 86,430,582.51 "," 53,547,610.69 "," 54,814,504.88 "," 22,587,290.12 "," 10,829,996.98 "," 9,635,390.00 "," 20,465,386.97 "," 1,855,715.22 "," 11,096,569.84 "," 12,952,285.06 "," 7,124,868.30 "," 14,924,448.33 "," 5,945,747.12 "," 352,905,321.65 "," 17,615,418.27 "," 370,520,739.92 "," 67,000,511.83 "," 303,520,228.10 "," 119,784,850.82 "," 98,875,758.26 "," 111,569,023.94 "," 14,903,166.05 "," 126,472,190.00 "," 108,436,208.19 "," 18,035,981.81 "," 9,911,549.81 "," 11,367,656.59 "," 1,166,985,746.95 "," 709,345,894.10 "," 456,285,398.89 "," 355,527,448.17 "," 256,739,554.60 "
35,Nov-18,2018,4,11,November," 459,579,574.57 "," 57,787,264.12 "," 517,366,838.70 "," 37,215,368.72 "," 404,940,751.91 "," 442,156,120.63 "," 74,673,196.00 "," 170,197,131.56 "," 130,005,132.07 "," 71,598,132.37 "," 69,730,041.72 "," 141,328,174.09 "," 26,149,439.77 "," 60,403,914.90 "," 86,553,354.67 "," 54,185,091.48 "," 59,999,220.92 "," 25,106,510.54 "," 11,196,483.35 "," 9,951,268.89 "," 21,147,752.24 "," 2,002,857.28 "," 11,443,476.02 "," 13,446,333.29 "," 7,316,135.54 "," 16,454,446.21 "," 6,686,323.50 "," 364,959,185.42 "," 16,929,854.00 "," 381,889,039.42 "," 69,285,621.07 "," 312,603,418.35 "," 132,773,171.08 "," 110,900,281.48 "," 114,156,139.38 "," 14,963,219.06 "," 129,119,358.44 "," 108,929,916.18 "," 20,189,442.26 "," 10,945,914.08 "," 12,537,286.10 "," 1,190,851,162.89 "," 720,371,345.84 "," 468,967,283.63 "," 390,369,883.85 "," 285,235,533.69 "
36,Dec-18,2018,4,12,December," 463,961,663.56 "," 56,671,424.49 "," 520,633,088.05 "," 36,106,826.61 "," 409,545,755.43 "," 445,652,582.04 "," 74,441,821.88 "," 186,047,238.06 "," 142,358,878.64 "," 71,923,302.18 "," 73,428,460.00 "," 145,351,762.18 "," 28,752,923.40 "," 60,697,083.60 "," 89,450,007.00 "," 55,275,055.95 "," 69,900,990.63 "," 29,452,935.23 "," 11,274,262.71 "," 9,839,354.06 "," 21,113,616.77 "," 1,901,656.17 "," 11,281,276.11 "," 13,182,932.28 "," 7,545,401.09 "," 18,379,576.67 "," 7,563,734.50 "," 372,288,331.73 "," 16,507,737.32 "," 388,796,069.04 "," 67,273,381.69 "," 321,522,687.35 "," 146,899,082.95 "," 123,013,505.42 "," 117,193,232.84 "," 16,541,164.57 "," 133,734,397.41 "," 112,459,989.18 "," 21,274,408.23 "," 12,071,561.21 "," 13,739,724.02 "," 1,209,628,933.46 "," 728,018,892.18 "," 480,059,374.51 "," 433,298,449.53 "," 316,128,777.82 "
37,Jan-19,2019,1,1,January," 472,562,077.91 "," 59,188,983.17 "," 531,751,061.09 "," 38,873,637.82 "," 419,320,462.10 "," 458,194,099.93 "," 73,019,347.03 "," 15,353,642.82 "," 12,156,044.33 "," 73,569,793.53 "," 73,752,745.69 "," 147,322,539.22 "," 28,920,057.16 "," 62,488,951.01 "," 91,409,008.17 "," 55,287,855.68 "," 6,911,576.67 "," 2,701,388.33 "," 11,202,566.68 "," 10,761,922.78 "," 21,964,489.47 "," 2,538,660.71 "," 11,388,923.41 "," 13,927,584.12 "," 7,651,621.93 "," 1,579,397.78 "," 585,392.63 "," 380,559,647.02 "," 18,856,453.02 "," 399,416,100.04 "," 69,804,710.04 "," 329,611,390.00 "," 11,196,361.42 "," 10,678,664.66 "," 122,424,312.67 "," 10,864,258.35 "," 133,288,571.03 "," 111,981,480.44 "," 21,307,090.59 "," 1,011,414.44 "," 1,540,630.25 "," 1,233,742,760.85 "," 745,316,882.70 "," 486,877,305.24 "," 36,052,393.12 "," 27,662,120.21 "
38,Feb-19,2019,1,2,February," 469,774,203.32 "," 59,045,243.25 "," 528,819,446.56 "," 38,846,545.57 "," 415,191,588.80 "," 454,038,134.37 "," 74,241,628.04 "," 29,182,932.90 "," 23,953,089.65 "," 73,445,345.71 "," 73,365,001.36 "," 146,810,347.06 "," 27,967,311.66 "," 61,940,087.50 "," 89,907,399.16 "," 56,277,320.59 "," 11,926,030.96 "," 5,058,610.85 "," 11,383,684.84 "," 11,255,442.44 "," 22,639,127.29 "," 2,478,791.27 "," 12,076,084.88 "," 14,554,876.16 "," 7,698,967.71 "," 3,330,788.81 "," 1,221,907.59 "," 381,690,448.15 "," 19,030,289.27 "," 400,720,737.42 "," 71,991,945.98 "," 328,728,791.44 "," 24,600,372.06 "," 21,327,252.11 "," 123,061,908.78 "," 10,807,689.58 "," 133,869,598.36 "," 112,496,544.94 "," 21,373,053.42 "," 2,046,868.22 "," 2,637,221.21 "," 1,232,859,256.69 "," 742,988,900.61 "," 488,319,761.19 "," 71,086,992.95 "," 54,198,081.42 "
39,Mar-19,2019,1,3,March," 474,046,963.29 "," 60,705,002.62 "," 534,751,965.91 "," 40,982,074.78 "," 418,676,505.57 "," 459,658,580.35 "," 74,554,868.47 "," 44,275,786.02 "," 36,392,828.86 "," 74,997,398.39 "," 73,194,203.54 "," 148,191,601.93 "," 28,739,041.55 "," 62,163,704.43 "," 90,902,745.98 "," 56,662,756.53 "," 19,547,496.68 "," 8,216,777.49 "," 11,847,436.24 "," 11,787,650.22 "," 23,635,086.46 "," 2,741,483.86 "," 12,436,365.39 "," 15,177,849.25 "," 8,071,953.81 "," 5,439,192.71 "," 2,024,198.62 "," 390,015,601.15 "," 17,634,121.55 "," 407,649,722.70 "," 74,485,575.64 "," 333,164,147.06 "," 37,984,656.29 "," 33,335,678.51 "," 124,008,376.72 "," 10,930,729.34 "," 134,939,106.06 "," 113,609,576.86 "," 21,329,529.21 "," 3,003,954.97 "," 3,674,103.66 "," 1,249,167,483.06 "," 753,834,328.08 "," 493,783,255.07 "," 110,251,086.67 "," 83,643,587.15 "
40,Apr-19,2019,2,4,April," 469,655,534.94 "," 63,275,999.99 "," 532,931,534.93 "," 42,481,967.28 "," 420,650,127.41 "," 463,132,094.68 "," 69,261,761.93 "," 58,789,796.69 "," 50,438,699.79 "," 74,461,648.82 "," 75,288,065.57 "," 149,749,714.39 "," 28,754,797.25 "," 63,698,235.64 "," 92,453,032.89 "," 56,673,231.85 "," 26,973,183.80 "," 11,343,373.45 "," 12,337,065.56 "," 11,314,237.80 "," 23,651,303.36 "," 2,449,520.63 "," 12,757,521.69 "," 15,207,042.33 "," 8,058,977.62 "," 7,181,759.43 "," 2,770,533.34 "," 394,036,304.85 "," 21,584,023.61 "," 415,620,328.46 "," 79,162,935.11 "," 336,457,393.36 "," 51,466,606.16 "," 46,238,290.04 "," 121,607,849.53 "," 11,632,843.11 "," 133,240,692.64 "," 112,476,836.21 "," 20,763,856.43 "," 4,055,377.68 "," 4,790,543.78 "," 1,255,193,573.78 "," 762,431,941.22 "," 491,215,221.19 "," 148,466,723.76 "," 115,581,440.39 "
41,May-19,2019,2,5,May," 463,925,528.26 "," 67,217,054.64 "," 531,142,582.90 "," 42,797,737.97 "," 415,106,148.36 "," 457,903,886.33 "," 72,701,018.26 "," 73,180,707.91 "," 63,403,585.91 "," 74,174,456.46 "," 74,442,728.76 "," 148,617,185.22 "," 28,042,495.96 "," 63,234,483.72 "," 91,276,979.68 "," 56,666,432.39 "," 32,851,366.74 "," 14,380,318.07 "," 12,667,588.99 "," 11,146,606.08 "," 23,814,195.07 "," 2,711,269.37 "," 12,711,339.36 "," 15,422,608.73 "," 8,009,253.14 "," 8,980,595.88 "," 3,566,907.89 "," 398,241,556.98 "," 17,985,765.78 "," 416,227,322.76 "," 82,728,748.13 "," 333,498,574.63 "," 65,948,652.75 "," 60,148,527.28 "," 120,559,536.03 "," 11,842,474.38 "," 132,402,010.41 "," 112,682,581.27 "," 19,719,429.14 "," 5,030,335.58 "," 6,090,047.17 "," 1,252,203,296.35 "," 760,014,804.14 "," 490,594,707.55 "," 185,991,658.86 "," 147,589,386.30 "
42,Jun-19,2019,2,6,June," 477,267,777.07 "," 67,557,334.59 "," 544,825,111.66 "," 44,505,585.65 "," 424,451,698.19 "," 468,957,283.84 "," 75,330,149.50 "," 85,646,024.30 "," 73,059,819.11 "," 74,686,037.41 "," 76,777,126.01 "," 151,463,163.42 "," 29,722,194.91 "," 63,569,484.48 "," 93,291,679.39 "," 57,498,171.13 "," 40,129,757.77 "," 16,207,281.70 "," 12,917,703.63 "," 11,486,642.59 "," 24,404,346.22 "," 3,112,869.44 "," 12,712,703.68 "," 15,825,573.13 "," 8,196,439.89 "," 10,797,423.70 "," 4,170,527.44 "," 409,163,494.48 "," 18,500,942.17 "," 427,664,436.65 "," 81,205,596.39 "," 346,458,840.25 "," 78,591,688.73 "," 67,880,731.32 "," 122,684,326.28 "," 11,347,734.79 "," 134,032,061.07 "," 113,670,781.67 "," 20,361,279.40 "," 5,976,428.13 "," 7,161,497.09 "," 1,282,389,119.02 "," 772,950,914.42 "," 507,844,880.18 "," 221,141,322.64 "," 168,479,856.65 "
43,Jul-19,2019,3,7,July," 478,164,123.95 "," 66,430,481.59 "," 544,594,605.54 "," 42,512,776.18 "," 426,982,834.08 "," 469,495,610.25 "," 74,561,316.96 "," 104,246,440.71 "," 87,399,251.20 "," 76,201,990.10 "," 77,958,981.95 "," 154,160,972.05 "," 30,487,384.75 "," 64,825,184.02 "," 95,312,568.77 "," 58,175,598.20 "," 45,917,386.68 "," 19,314,095.03 "," 12,985,599.00 "," 11,284,826.54 "," 24,270,425.54 "," 2,842,581.51 "," 12,782,441.75 "," 15,625,023.26 "," 8,263,069.09 "," 12,947,904.50 "," 5,128,720.50 "," 414,662,745.24 "," 19,263,895.15 "," 433,926,640.40 "," 85,763,053.01 "," 348,163,587.39 "," 93,253,299.99 "," 81,202,340.32 "," 122,178,882.57 "," 10,944,900.11 "," 133,123,782.68 "," 113,679,132.23 "," 19,444,650.45 "," 7,056,870.14 "," 8,530,753.22 "," 1,290,076,426.21 "," 779,875,387.52 "," 508,608,222.08 "," 263,421,902.03 "," 201,575,160.26 "
44,Aug-19,2019,3,8,August," 474,181,618.93 "," 67,813,222.75 "," 541,994,841.68 "," 46,613,607.46 "," 421,974,268.55 "," 468,587,876.01 "," 72,870,309.38 "," 120,847,386.72 "," 101,319,178.47 "," 76,663,960.55 "," 76,721,314.20 "," 153,385,274.75 "," 28,063,093.22 "," 65,936,263.67 "," 93,999,356.89 "," 58,755,297.31 "," 51,689,523.52 "," 22,019,485.22 "," 13,235,402.15 "," 12,233,478.41 "," 25,468,880.56 "," 2,975,462.60 "," 13,663,135.53 "," 16,638,598.13 "," 8,447,949.23 "," 15,171,553.05 "," 5,959,373.60 "," 417,154,395.73 "," 19,338,444.32 "," 436,492,840.05 "," 87,393,244.65 "," 349,099,595.40 "," 107,621,069.57 "," 93,155,295.85 "," 121,628,476.93 "," 10,902,327.47 "," 132,530,804.41 "," 114,235,099.23 "," 18,295,705.18 "," 8,112,977.93 "," 9,844,260.01 "," 1,289,872,641.44 "," 780,854,174.90 "," 507,468,856.50 "," 303,442,510.79 "," 232,297,593.15 "
45,Sep-19,2019,3,9,September," 471,693,065.69 "," 67,625,235.80 "," 539,318,301.50 "," 44,289,697.91 "," 421,518,680.90 "," 465,808,378.81 "," 72,973,400.59 "," 136,780,196.37 "," 113,289,164.44 "," 76,963,156.91 "," 76,987,272.07 "," 153,950,428.98 "," 27,379,265.73 "," 66,679,942.43 "," 94,059,208.16 "," 59,265,846.61 "," 58,437,204.48 "," 25,312,613.69 "," 13,420,157.28 "," 11,587,842.97 "," 25,008,000.25 "," 2,719,108.00 "," 13,333,447.76 "," 16,052,555.76 "," 8,573,111.28 "," 16,934,628.61 "," 7,113,540.37 "," 419,227,115.77 "," 19,175,285.57 "," 438,402,401.33 "," 92,213,982.56 "," 346,188,418.77 "," 121,407,305.91 "," 105,043,905.13 "," 121,733,756.51 "," 10,858,476.35 "," 132,592,232.86 "," 114,775,061.71 "," 17,817,171.15 "," 8,950,347.55 "," 11,168,888.01 "," 1,289,271,364.92 "," 782,909,187.01 "," 504,817,948.40 "," 342,509,682.93 "," 261,928,111.64 "
46,Oct-19,2019,4,10,October," 477,231,146.31 "," 68,818,489.78 "," 546,049,636.08 "," 48,013,415.43 "," 424,603,700.18 "," 472,617,115.61 "," 72,895,998.20 "," 152,363,148.55 "," 129,277,734.82 "," 77,501,555.96 "," 75,322,996.56 "," 152,824,552.51 "," 26,468,053.91 "," 66,096,172.26 "," 92,564,226.17 "," 59,635,272.92 "," 63,652,858.46 "," 28,620,136.10 "," 13,545,204.78 "," 11,489,765.98 "," 25,034,970.76 "," 2,643,824.11 "," 13,324,570.86 "," 15,968,394.97 "," 8,684,242.59 "," 18,559,559.88 "," 8,041,930.77 "," 425,050,366.55 "," 19,382,799.24 "," 444,433,165.79 "," 93,172,047.82 "," 351,261,117.97 "," 135,552,207.17 "," 117,450,628.26 "," 122,408,062.02 "," 11,097,094.39 "," 133,505,156.41 "," 115,220,114.46 "," 18,285,041.95 "," 10,011,731.19 "," 12,512,371.86 "," 1,301,847,481.56 "," 789,541,899.03 "," 510,761,673.62 "," 380,139,505.24 "," 295,902,801.80 "
47,Nov-19,2019,4,11,November," 475,581,534.63 "," 68,305,289.83 "," 543,886,824.46 "," 48,024,642.97 "," 425,931,088.56 "," 473,955,731.53 "," 69,394,570.66 "," 169,858,608.48 "," 138,727,010.75 "," 77,700,872.94 "," 78,713,141.84 "," 156,414,014.78 "," 26,525,327.50 "," 67,414,283.96 "," 93,939,611.46 "," 61,910,966.85 "," 71,524,450.17 "," 31,414,718.54 "," 13,722,480.50 "," 11,282,630.56 "," 25,005,111.06 "," 2,639,009.16 "," 13,240,420.58 "," 15,879,429.74 "," 8,746,298.30 "," 20,270,464.26 "," 8,932,976.14 "," 426,679,371.92 "," 17,466,933.41 "," 444,146,305.33 "," 86,193,709.39 "," 357,952,595.93 "," 159,918,538.45 "," 129,860,559.71 "," 120,700,323.01 "," 10,652,401.12 "," 131,352,724.13 "," 115,689,928.93 "," 15,662,795.20 "," 11,049,294.61 "," 13,724,929.89 "," 1,300,804,979.75 "," 785,658,411.06 "," 513,667,226.95 "," 432,621,355.97 "," 322,660,195.03 "
48,Dec-19,2019,4,12,December," 488,183,607.83 "," 65,030,894.91 "," 553,214,502.74 "," 48,407,301.30 "," 434,145,859.05 "," 482,553,160.35 "," 70,124,820.12 "," 185,332,774.60 "," 153,263,706.34 "," 78,417,032.57 "," 79,516,288.20 "," 157,933,320.78 "," 28,213,258.93 "," 66,520,496.83 "," 94,733,755.76 "," 62,478,499.75 "," 80,123,057.65 "," 36,239,298.24 "," 13,709,842.01 "," 10,995,784.26 "," 24,705,626.27 "," 2,548,957.41 "," 12,868,867.25 "," 15,417,824.65 "," 8,908,418.62 "," 21,971,108.25 "," 9,850,801.08 "," 439,818,741.79 "," 17,532,301.15 "," 457,351,042.94 "," 90,491,464.41 "," 366,859,578.52 "," 179,219,190.41 "," 143,859,771.55 "," 121,708,003.20 "," 10,833,720.24 "," 132,541,723.44 "," 116,279,321.52 "," 16,262,401.92 "," 12,005,987.87 "," 14,809,894.67 "," 1,325,746,216.17 "," 799,475,526.70 "," 524,633,718.94 "," 478,652,118.78 "," 358,023,471.87 "
49,Jan-20,2020,1,1,January," 477,937,209.82 "," 67,662,512.21 "," 545,599,722.03 "," 49,220,903.74 "," 427,187,171.98 "," 476,408,075.71 "," 68,652,454.28 "," 15,257,162.32 "," 13,618,164.66 "," 79,425,513.80 "," 83,207,363.57 "," 162,632,877.36 "," 29,130,769.39 "," 70,195,994.53 "," 99,326,763.92 "," 62,585,207.78 "," 7,987,145.13 "," 2,917,637.90 "," 13,726,297.48 "," 12,681,770.29 "," 26,408,067.77 "," 2,476,226.59 "," 14,466,499.87 "," 16,942,726.46 "," 9,085,958.30 "," 2,929,992.02 "," 746,714.63 "," 435,896,852.61 "," 20,119,247.62 "," 456,016,092.01 "," 87,681,907.15 "," 368,334,184.87 "," 16,518,703.05 "," 10,411,534.37 "," 120,219,141.69 "," 10,792,877.43 "," 131,012,019.13 "," 116,136,691.55 "," 14,875,327.58 "," 918,322.36 "," 1,764,347.34 "," 1,321,668,778.30 "," 796,496,164.79 "," 523,533,132.80 "," 43,611,324.88 "," 29,458,398.91 "
50,Feb-20,2020,1,2,February," 462,866,645.77 "," 70,465,354.40 "," 533,332,000.17 "," 50,348,762.86 "," 416,082,277.68 "," 466,431,040.55 "," 66,361,967.59 "," 28,089,779.20 "," 25,282,215.86 "," 79,335,349.15 "," 83,408,812.52 "," 162,744,161.67 "," 28,925,741.35 "," 70,469,241.72 "," 99,394,983.07 "," 62,626,678.87 "," 13,563,928.60 "," 5,619,483.50 "," 13,624,776.94 "," 13,735,936.22 "," 27,360,713.16 "," 3,081,589.36 "," 14,949,987.22 "," 18,031,576.58 "," 8,949,753.59 "," 4,887,492.58 "," 1,735,435.36 "," 429,313,208.70 "," 21,559,748.42 "," 450,872,957.11 "," 87,667,118.77 "," 363,205,838.34 "," 35,059,282.33 "," 22,857,880.49 "," 124,183,435.47 "," 5,503,938.18 "," 129,687,373.65 "," 116,628,695.63 "," 13,058,678.02 "," 1,968,556.12 "," 2,996,367.42 "," 1,303,997,205.76 "," 788,153,414.60 "," 514,202,916.41 "," 83,569,038.84 "," 58,491,382.63 "
51,Mar-20,2020,1,3,March," 421,300,921.72 "," 74,926,236.75 "," 496,227,158.46 "," 51,381,944.95 "," 389,504,077.16 "," 440,886,022.11 "," 54,804,614.25 "," 40,763,160.79 "," 37,368,714.24 "," 77,995,190.41 "," 89,447,759.04 "," 167,442,949.44 "," 29,951,472.32 "," 74,130,914.50 "," 104,082,386.82 "," 62,666,121.56 "," 20,173,887.71 "," 9,179,228.95 "," 13,456,656.64 "," 14,610,929.98 "," 28,067,586.62 "," 3,279,089.34 "," 15,916,830.83 "," 19,195,920.17 "," 8,492,283.45 "," 7,337,612.64 "," 3,131,010.94 "," 410,943,216.54 "," 21,034,264.63 "," 431,977,629.08 "," 85,394,859.27 "," 346,582,774.73 "," 53,623,832.77 "," 35,816,963.71 "," 118,777,051.09 "," 5,462,329.57 "," 124,239,380.66 "," 117,108,349.50 "," 7,131,031.16 "," 2,914,367.78 "," 4,149,236.71 "," 1,247,954,704.26 "," 766,667,537.87 "," 479,676,825.15 "," 124,812,861.69 "," 89,645,154.55 "
52,Apr-20,2020,2,4,April," 423,237,547.41 "," 74,993,144.49 "," 498,230,691.90 "," 52,205,801.22 "," 389,197,545.16 "," 441,403,346.38 "," 56,283,008.62 "," 51,955,760.72 "," 47,602,287.15 "," 77,684,442.71 "," 88,896,944.72 "," 166,581,387.43 "," 29,935,737.65 "," 73,634,248.86 "," 103,569,986.50 "," 62,317,196.35 "," 25,695,720.82 "," 12,457,845.62 "," 13,600,537.11 "," 13,268,270.90 "," 26,868,808.02 "," 3,370,033.59 "," 14,468,025.88 "," 17,838,059.47 "," 8,651,365.55 "," 8,967,205.72 "," 4,064,517.97 "," 420,797,174.27 "," 25,001,693.62 "," 445,798,867.89 "," 57,972,562.18 "," 387,826,305.71 "," 72,891,350.83 "," 48,268,478.11 "," 119,789,561.48 "," 5,486,576.36 "," 125,276,137.83 "," 117,176,563.27 "," 8,099,574.56 "," 3,754,232.59 "," 5,338,724.38 "," 1,262,755,893.08 "," 737,960,517.81 "," 523,177,450.79 "," 163,264,270.68 "," 117,731,853.22 "
53,May-20,2020,2,5,May," 426,240,256.82 "," 75,595,891.34 "," 501,836,148.16 "," 54,507,708.88 "," 389,323,668.83 "," 443,831,377.72 "," 57,460,433.54 "," 64,006,126.45 "," 58,009,443.80 "," 77,742,791.91 "," 85,124,064.21 "," 162,866,856.12 "," 27,716,484.91 "," 71,939,911.78 "," 99,656,396.69 "," 62,516,356.97 "," 30,726,628.79 "," 15,096,166.71 "," 13,886,588.77 "," 13,063,881.88 "," 26,950,470.65 "," 3,451,334.25 "," 14,391,562.09 "," 17,842,896.34 "," 8,731,141.51 "," 11,088,613.88 "," 5,399,705.38 "," 429,580,796.38 "," 23,903,195.43 "," 453,483,991.82 "," 54,365,676.18 "," 399,118,315.64 "," 90,387,330.90 "," 58,112,775.74 "," 121,176,222.84 "," 5,247,075.82 "," 126,423,298.67 "," 117,587,240.05 "," 8,836,058.62 "," 4,591,284.83 "," 6,503,034.39 "," 1,271,560,765.43 "," 733,283,586.97 "," 536,662,306.28 "," 200,799,984.85 "," 143,121,126.02 "
54,Jun-20,2020,2,6,June," 440,924,485.29 "," 61,511,367.58 "," 502,435,852.86 "," 54,650,489.72 "," 401,211,315.85 "," 455,861,805.56 "," 46,029,710.40 "," 79,422,792.60 "," 71,626,780.77 "," 77,012,877.01 "," 86,039,004.56 "," 163,051,881.58 "," 28,783,032.64 "," 70,649,692.95 "," 99,432,725.59 "," 62,928,415.37 "," 37,766,696.40 "," 17,856,689.75 "," 13,970,703.30 "," 12,902,424.42 "," 26,873,127.72 "," 3,212,148.84 "," 14,426,447.81 "," 17,638,596.65 "," 8,858,098.26 "," 12,971,326.14 "," 6,426,247.19 "," 438,003,291.11 "," 26,129,071.99 "," 464,132,363.10 "," 49,298,399.22 "," 414,833,963.88 "," 107,448,582.62 "," 68,859,476.46 "," 123,162,487.72 "," 5,211,363.72 "," 128,373,851.44 "," 118,086,420.84 "," 10,287,430.60 "," 5,559,747.14 "," 7,804,044.00 "," 1,284,867,076.70 "," 740,317,947.86 "," 542,937,618.52 "," 243,169,144.90 "," 172,573,238.18 "
